,country,pincode,locality,state,district,city,latitude,longitude,Clusters,1st Most Frequent Venue,2nd Most Frequent Venue,3rd Most Frequent Venue,4th Most Frequent Venue,5th Most Frequent Venue,6th Most Frequent Venue,7th Most Frequent Venue,8th Most Frequent Venue,9th Most Frequent Venue,10th Most Frequent Venue
50507,IN,562106,Samandur,Karnataka,Bangalore,Anekal,12.7111,77.6956,1,ATM,Yoga Studio,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop,Dive Bar,Diner
50508,IN,562107,Yadavanahalli,Karnataka,Bangalore,Anekal,12.7781,77.7726,4,South Indian Restaurant,Bakery,Indian Restaurant,Bus Station,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50509,IN,562107,Attibele,Karnataka,Bangalore,Anekal,12.7781,77.7726,4,South Indian Restaurant,Bakery,Indian Restaurant,Bus Station,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50510,IN,562107,Bidaraguppe,Karnataka,Bangalore,Anekal,12.7781,77.7726,4,South Indian Restaurant,Bakery,Indian Restaurant,Bus Station,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50511,IN,562107,Mayasandra,Karnataka,Bangalore,Anekal,12.7781,77.7726,4,South Indian Restaurant,Bakery,Indian Restaurant,Bus Station,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50512,IN,562107,Neralur,Karnataka,Bangalore,Anekal,12.7781,77.7726,4,South Indian Restaurant,Bakery,Indian Restaurant,Bus Station,Fishing Store,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50640,IN,562120,Chamarajasagara,Karnataka,Bangalore,Magadi,12.9947,77.392,0,0,0,0,0,0,0,0,0,0,0
50672,IN,562125,Sarjapura,Karnataka,Bangalore,Anekal,12.9247,77.6496,4,Bike Shop,Business Service,Pizza Place,Ice Cream Shop,Café,Coffee Shop,Lounge,Japanese Restaurant,Restaurant,Bus Station
50673,IN,562125,Handenahalli,Karnataka,Bangalore,Anekal,12.9247,77.6496,4,Bike Shop,Business Service,Pizza Place,Ice Cream Shop,Café,Coffee Shop,Lounge,Japanese Restaurant,Restaurant,Bus Station
50674,IN,562125,Kugur,Karnataka,Bangalore,Anekal,12.9247,77.6496,4,Bike Shop,Business Service,Pizza Place,Ice Cream Shop,Café,Coffee Shop,Lounge,Japanese Restaurant,Restaurant,Bus Station
50675,IN,562125,Neriga,Karnataka,Bangalore,Anekal,12.9247,77.6496,4,Bike Shop,Business Service,Pizza Place,Ice Cream Shop,Café,Coffee Shop,Lounge,Japanese Restaurant,Restaurant,Bus Station
50676,IN,562125,Dommasandra,Karnataka,Bangalore,Anekal,12.9247,77.6496,4,Bike Shop,Business Service,Pizza Place,Ice Cream Shop,Café,Coffee Shop,Lounge,Japanese Restaurant,Restaurant,Bus Station
50707,IN,562130,Kadabagere,Karnataka,Bangalore,Nla & Bgsouth,13.9288,77.0614,0,0,0,0,0,0,0,0,0,0,0
50710,IN,562130,Chikkanahalli,Karnataka,Bangalore,Bgsouth,14.8375,76.7394,0,0,0,0,0,0,0,0,0,0,0
50711,IN,562130,Chunchanakuppe,Karnataka,Bangalore,Bg South,13.9288,77.0614,0,0,0,0,0,0,0,0,0,0,0
50713,IN,562130,Tavarekere (Bangalore),Karnataka,Bangalore,Bangaloresouth,13.9288,77.0614,0,0,0,0,0,0,0,0,0,0,0
50746,IN,562149,Bagalur (Bangalore),Karnataka,Bangalore,Banglorenorth,11.8675,75.3576,4,Hotel,Mediterranean Restaurant,Indian Restaurant,Park,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50747,IN,562149,Kannur,Karnataka,Bangalore,Bg North,11.8675,75.3576,4,Hotel,Mediterranean Restaurant,Indian Restaurant,Park,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50748,IN,562149,Bandikodigehalli,Karnataka,Bangalore,Bgnorth,11.8675,75.3576,4,Hotel,Mediterranean Restaurant,Indian Restaurant,Park,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50749,IN,562157,Vidyanagara,Karnataka,Bangalore,Bg North,13.1438,77.6169,0,Indian Restaurant,Coffee Shop,Lake,Zoo,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50750,IN,562157,Hunasamaranahalli,Karnataka,Bangalore,Bg North,13.1438,77.6169,0,Indian Restaurant,Coffee Shop,Lake,Zoo,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50751,IN,562157,Tarahunise,Karnataka,Bangalore,Bg North,13.1438,77.6169,0,Indian Restaurant,Coffee Shop,Lake,Zoo,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50752,IN,562157,Doddajala,Karnataka,Bangalore,Bg North,13.1438,77.6169,0,Indian Restaurant,Coffee Shop,Lake,Zoo,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50753,IN,562157,Bettahalsur,Karnataka,Bangalore,Bangalore North,13.1438,77.6169,0,Indian Restaurant,Coffee Shop,Lake,Zoo,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50754,IN,562157,Chikkajala,Karnataka,Bangalore,Bg North,13.1438,77.6169,0,Indian Restaurant,Coffee Shop,Lake,Zoo,Dive Bar,Fast Food Restaurant,Farmers Market,Event Service,Electronics Store,Donut Shop
50792,IN,562162,Madanayakanahalli,Karnataka,Bangalore,Bangalore North,17.8647,77.8229,0,0,0,0,0,0,0,0,0,0,0
50794,IN,562162,Dasanapura,Karnataka,Bangalore,Bangalore North,17.8647,77.8229,0,0,0,0,0,0,0,0,0,0,0
